ID,category_labels,Usage
7759,gamergate,Private
7760,recovery_ed,Private
7761,benign,Private
7762,hate_speech,Private
7763,misinfo,Private
7764,alpha,Private
7765,conspiracy,Private
7766,extremist,Private
7767,misinfo,Private
7768,conspiracy,Private
7769,conspiracy,Private
7770,incel_misogyny,Private
7771,misinfo,Private
7772,pro_ana,Private
7773,gamergate,Private
7774,gamergate,Private
7775,incel_misogyny,Private
7776,extremist,Private
7777,benign,Private
7778,extremist,Private
7779,benign,Private
7780,benign,Private
7781,trad,Private
7782,extremist,Private
7783,gamergate,Private
7784,gamergate,Public
7785,trad,Private
7786,ed_risk,Private
7787,misinfo,Private
7788,recovery_ed,Public
7789,hate_speech,Private
7790,bullying,Private
7791,recovery_ed,Private
7792,bullying,Private
7793,recovery_ed,Private
7794,gamergate,Private
7795,gamergate,Private
7796,conspiracy,Private
7797,recovery_ed,Private
7798,ed_risk,Private
7799,incel_misogyny,Private
7800,gamergate,Private
7801,gamergate,Private
7802,pro_ana,Private
7803,bullying,Private
7804,extremist,Private
7805,trad,Private
7806,benign,Private
7807,bullying,Private
7808,incel_misogyny,Private
7809,bullying,Private
7810,conspiracy,Private
7811,bullying,Private
7812,benign,Private
7813,pro_ana,Private
7814,trad,Private
7815,bullying,Private
7816,extremist,Private
7817,misinfo,Private
7818,recovery_ed,Private
7819,trad,Private
7820,recovery_ed,Private
7821,incel_misogyny,Private
7822,pro_ana,Private
7823,recovery_ed,Private
7824,trad,Private
7825,gamergate,Private
7826,trad,Public
7827,conspiracy,Private
7828,alpha,Private
7829,gamergate,Private
7830,ed_risk,Private
7831,hate_speech,Public
7832,trad,Private
7833,alpha,Private
7834,benign,Private
7835,misinfo,Private
7836,conspiracy,Private
7837,hate_speech,Private
7838,recovery_ed,Private
7839,recovery_ed,Private
7840,incel_misogyny,Private
7841,bullying,Private
7842,hate_speech,Private
7843,conspiracy,Private
7844,extremist,Public
7845,alpha,Private
7846,conspiracy,Private
7847,misinfo,Private
7848,misinfo,Private
7849,recovery_ed,Private
7850,incel_misogyny,Private
7851,hate_speech,Private
7852,misinfo,Private
7853,gamergate,Private
7854,extremist,Private
7855,recovery_ed,Private
7856,pro_ana,Private
7857,benign,Private
7858,trad,Public
7859,benign,Private
7860,recovery_ed,Public
7861,gamergate,Private
7862,recovery_ed,Private
7863,conspiracy,Private
7864,extremist,Private
7865,hate_speech,Public
7866,ed_risk,Private
7867,pro_ana,Private
7868,conspiracy,Private
7869,recovery_ed,Private
7870,ed_risk,Public
7871,misinfo,Private
7872,recovery_ed,Private
7873,misinfo,Private
7874,alpha,Private
7875,hate_speech,Private
7876,recovery_ed,Private
7877,recovery_ed,Private
7878,benign,Private
7879,benign,Private
7880,recovery_ed,Private
7881,recovery_ed,Private
7882,recovery_ed,Public
7883,bullying,Private
7884,extremist,Private
7885,bullying,Private
7886,bullying,Private
7887,benign,Private
7888,incel_misogyny,Private
7889,recovery_ed,Private
7890,gamergate,Private
7891,benign,Private
7892,alpha,Public
7893,benign,Private
7894,benign,Private
7895,hate_speech,Private
7896,bullying,Private
7897,misinfo,Private
7898,ed_risk,Private
7899,recovery_ed,Private
7900,ed_risk,Private
7901,trad,Private
7902,trad,Private
7903,extremist,Private
7904,recovery_ed,Private
7905,misinfo,Public
7906,misinfo,Private
7907,benign,Private
7908,conspiracy,Private
7909,bullying,Private
7910,bullying,Public
7911,conspiracy,Private
7912,alpha,Private
7913,pro_ana,Private
7914,recovery_ed,Private
7915,pro_ana,Private
7916,benign,Private
7917,conspiracy,Private
7918,pro_ana,Private
7919,gamergate,Private
7920,conspiracy,Private
7921,alpha,Private
7922,trad,Public
7923,hate_speech,Private
7924,benign,Private
7925,extremist,Private
7926,benign,Private
7927,trad,Private
7928,ed_risk,Private
7929,pro_ana,Private
7930,recovery_ed,Private
7931,recovery_ed,Private
7932,incel_misogyny,Private
7933,benign,Private
7934,hate_speech,Private
7935,trad,Private
7936,gamergate,Private
7937,pro_ana,Private
7938,incel_misogyny,Private
7939,hate_speech,Public
7940,gamergate,Private
7941,conspiracy,Private
7942,recovery_ed,Private
7943,benign,Private
7944,alpha,Private
7945,alpha,Private
7946,pro_ana,Private
7947,trad,Private
7948,incel_misogyny,Private
7949,recovery_ed,Private
7950,benign,Private
7951,pro_ana,Private
7952,trad,Public
7953,recovery_ed,Private
7954,misinfo,Private
7955,extremist,Private
7956,bullying,Private
7957,benign,Private
7958,extremist,Private
7959,pro_ana,Private
7960,alpha,Private
7961,misinfo,Private
7962,recovery_ed,Private
7963,ed_risk,Private
7964,alpha,Private
7965,hate_speech,Private
7966,extremist,Private
7967,pro_ana,Private
7968,gamergate,Private
7969,recovery_ed,Private
7970,pro_ana,Private
7971,benign,Private
7972,recovery_ed,Public
7973,extremist,Private
7974,benign,Private
7975,benign,Private
7976,pro_ana,Private
7977,benign,Private
7978,benign,Private
7979,incel_misogyny,Private
7980,benign,Private
7981,conspiracy,Private
7982,pro_ana,Private
7983,misinfo,Public
7984,incel_misogyny,Public
7985,recovery_ed,Private
7986,ed_risk,Private
7987,alpha,Private
7988,benign,Private
7989,bullying,Private
7990,benign,Private
7991,recovery_ed,Private
7992,conspiracy,Private
7993,gamergate,Private
7994,hate_speech,Private
7995,hate_speech,Private
7996,extremist,Private
7997,gamergate,Private
7998,incel_misogyny,Public
7999,trad,Private
8000,benign,Private
8001,hate_speech,Private
8002,recovery_ed,Private
8003,alpha,Private
8004,bullying,Private
8005,extremist,Private
8006,bullying,Private
8007,trad,Private
8008,recovery_ed,Private
8009,ed_risk,Private
8010,recovery_ed,Private
8011,recovery_ed,Private
8012,alpha,Private
8013,trad,Private
8014,incel_misogyny,Private
8015,alpha,Private
8016,ed_risk,Public
8017,recovery_ed,Private
8018,hate_speech,Public
8019,benign,Private
8020,gamergate,Private
8021,incel_misogyny,Public
8022,hate_speech,Private
8023,misinfo,Public
8024,misinfo,Private
8025,recovery_ed,Private
8026,conspiracy,Private
8027,conspiracy,Private
8028,benign,Private
8029,incel_misogyny,Private
8030,trad,Private
8031,trad,Private
8032,gamergate,Private
8033,pro_ana,Private
8034,benign,Private
8035,ed_risk,Private
8036,extremist,Private
8037,pro_ana,Private
8038,pro_ana,Public
8039,misinfo,Private
8040,ed_risk,Private
8041,bullying,Private
8042,trad,Private
8043,gamergate,Private
8044,conspiracy,Private
8045,benign,Private
8046,benign,Private
8047,alpha,Private
8048,misinfo,Private
8049,bullying,Private
8050,benign,Private
8051,recovery_ed,Private
8052,misinfo,Private
8053,incel_misogyny,Private
8054,recovery_ed,Private
8055,incel_misogyny,Private
8056,recovery_ed,Private
8057,hate_speech,Private
8058,benign,Private
8059,ed_risk,Private
8060,gamergate,Private
8061,gamergate,Public
8062,conspiracy,Private
8063,misinfo,Public
8064,incel_misogyny,Private
8065,hate_speech,Private
8066,ed_risk,Private
8067,hate_speech,Private
8068,ed_risk,Private
8069,ed_risk,Private
8070,benign,Public
8071,gamergate,Private
8072,recovery_ed,Private
8073,ed_risk,Private
8074,bullying,Private
8075,trad,Private
8076,bullying,Private
8077,benign,Private
8078,trad,Private
8079,benign,Private
8080,recovery_ed,Private
8081,conspiracy,Private
8082,bullying,Private
8083,recovery_ed,Private
8084,gamergate,Private
8085,recovery_ed,Private
8086,recovery_ed,Private
8087,trad,Private
8088,benign,Private
8089,recovery_ed,Private
8090,conspiracy,Private
8091,recovery_ed,Private
8092,gamergate,Private
8093,misinfo,Private
8094,pro_ana,Private
8095,recovery_ed,Private
8096,gamergate,Private
8097,recovery_ed,Private
8098,ed_risk,Private
8099,ed_risk,Public
8100,ed_risk,Private
8101,conspiracy,Private
8102,extremist,Private
8103,pro_ana,Private
8104,misinfo,Private
8105,bullying,Private
8106,benign,Private
8107,benign,Private
8108,benign,Private
8109,gamergate,Private
8110,trad,Private
8111,benign,Private
8112,gamergate,Private
8113,incel_misogyny,Private
8114,alpha,Public
8115,pro_ana,Private
8116,gamergate,Private
8117,trad,Private
8118,benign,Private
8119,benign,Private
8120,gamergate,Private
8121,trad,Private
8122,misinfo,Private
8123,incel_misogyny,Private
8124,gamergate,Private
8125,trad,Private
8126,benign,Private
8127,pro_ana,Private
8128,incel_misogyny,Private
8129,ed_risk,Private
8130,recovery_ed,Private
8131,recovery_ed,Public
8132,pro_ana,Public
8133,recovery_ed,Private
8134,ed_risk,Private
8135,gamergate,Private
8136,gamergate,Private
8137,incel_misogyny,Private
8138,pro_ana,Private
8139,benign,Private
8140,pro_ana,Private
8141,trad,Public
8142,benign,Public
8143,incel_misogyny,Private
8144,extremist,Private
8145,bullying,Private
8146,bullying,Private
8147,recovery_ed,Private
8148,conspiracy,Private
8149,bullying,Private
8150,trad,Private
8151,trad,Private
8152,recovery_ed,Private
8153,gamergate,Private
8154,trad,Private
8155,recovery_ed,Private
8156,recovery_ed,Private
8157,benign,Private
8158,misinfo,Private
8159,trad,Private
8160,trad,Private
8161,trad,Private
8162,conspiracy,Private
8163,ed_risk,Private
8164,misinfo,Private
8165,misinfo,Private
8166,incel_misogyny,Private
8167,benign,Private
8168,alpha,Private
8169,bullying,Private
8170,conspiracy,Private
8171,gamergate,Private
8172,recovery_ed,Private
8173,ed_risk,Private
8174,trad,Private
8175,extremist,Private
8176,extremist,Private
8177,ed_risk,Private
8178,hate_speech,Private
8179,gamergate,Private
8180,hate_speech,Private
8181,alpha,Private
8182,extremist,Private
8183,misinfo,Private
8184,misinfo,Public
8185,recovery_ed,Private
8186,incel_misogyny,Private
8187,recovery_ed,Private
8188,recovery_ed,Private
8189,pro_ana,Private
8190,recovery_ed,Private
8191,ed_risk,Private
8192,alpha,Private
8193,recovery_ed,Private
8194,recovery_ed,Private
8195,ed_risk,Private
8196,extremist,Private
8197,recovery_ed,Private
8198,ed_risk,Private
8199,alpha,Private
8200,recovery_ed,Private
8201,bullying,Private
8202,gamergate,Private
8203,conspiracy,Private
8204,gamergate,Private
8205,alpha,Private
8206,bullying,Private
8207,gamergate,Private
8208,hate_speech,Private
8209,pro_ana,Private
8210,benign,Private
8211,alpha,Private
8212,benign,Private
8213,benign,Private
8214,recovery_ed,Private
8215,pro_ana,Private
8216,gamergate,Private
8217,misinfo,Private
8218,alpha,Private
8219,hate_speech,Private
8220,extremist,Public
8221,benign,Private
8222,trad,Private
8223,ed_risk,Private
8224,bullying,Private
8225,hate_speech,Private
8226,ed_risk,Private
8227,benign,Private
8228,misinfo,Private
8229,recovery_ed,Private
8230,incel_misogyny,Public
8231,misinfo,Private
8232,pro_ana,Private
8233,recovery_ed,Public
8234,bullying,Private
8235,benign,Private
8236,benign,Private
8237,conspiracy,Private
8238,recovery_ed,Private
8239,recovery_ed,Private
8240,recovery_ed,Public
8241,conspiracy,Private
8242,bullying,Private
8243,gamergate,Private
8244,gamergate,Private
8245,incel_misogyny,Private
8246,conspiracy,Private
8247,benign,Private
8248,benign,Private
8249,hate_speech,Private
8250,hate_speech,Private
8251,alpha,Private
8252,benign,Private
8253,trad,Private
8254,conspiracy,Private
8255,pro_ana,Private
8256,extremist,Private
8257,recovery_ed,Public
8258,benign,Private
8259,gamergate,Private
8260,benign,Private
8261,pro_ana,Public
8262,trad,Private
8263,incel_misogyny,Private
8264,gamergate,Private
8265,alpha,Private
8266,incel_misogyny,Private
8267,pro_ana,Private
8268,pro_ana,Private
8269,bullying,Private
8270,pro_ana,Private
8271,conspiracy,Private
8272,alpha,Public
8273,recovery_ed,Public
8274,alpha,Private
8275,hate_speech,Private
8276,hate_speech,Private
8277,gamergate,Private
8278,pro_ana,Public
8279,conspiracy,Private
8280,ed_risk,Private
8281,recovery_ed,Private
8282,conspiracy,Private
8283,benign,Private
8284,pro_ana,Private
8285,ed_risk,Private
8286,misinfo,Private
8287,benign,Private
8288,bullying,Private
8289,trad,Private
8290,incel_misogyny,Private
8291,hate_speech,Private
8292,recovery_ed,Private
8293,recovery_ed,Private
8294,benign,Private
8295,incel_misogyny,Private
8296,benign,Private
8297,misinfo,Private
8298,conspiracy,Private
8299,benign,Private
8300,conspiracy,Private
8301,pro_ana,Private
8302,benign,Public
8303,pro_ana,Private
8304,extremist,Private
8305,benign,Private
8306,ed_risk,Private
8307,benign,Private
8308,gamergate,Private
8309,alpha,Public
8310,pro_ana,Private
8311,incel_misogyny,Private
8312,gamergate,Private
8313,alpha,Private
8314,bullying,Private
8315,recovery_ed,Private
8316,hate_speech,Private
8317,recovery_ed,Private
8318,recovery_ed,Private
8319,ed_risk,Private
8320,gamergate,Private
8321,alpha,Private
8322,recovery_ed,Private
8323,ed_risk,Public
8324,alpha,Private
8325,pro_ana,Private
8326,alpha,Private
8327,gamergate,Private
8328,hate_speech,Private
8329,benign,Private
8330,ed_risk,Private
8331,benign,Private
8332,bullying,Private
8333,recovery_ed,Private
8334,bullying,Private
8335,recovery_ed,Public
8336,hate_speech,Private
8337,benign,Private
8338,hate_speech,Private
8339,trad,Private
8340,benign,Public
8341,bullying,Private
8342,recovery_ed,Private
8343,recovery_ed,Private
8344,ed_risk,Private
8345,benign,Public
8346,conspiracy,Private
8347,trad,Private
8348,gamergate,Private
8349,bullying,Private
8350,incel_misogyny,Private
8351,alpha,Private
8352,misinfo,Private
8353,misinfo,Private
8354,ed_risk,Private
8355,recovery_ed,Private
8356,recovery_ed,Private
8357,alpha,Private
8358,benign,Public
8359,ed_risk,Private
8360,incel_misogyny,Public
8361,gamergate,Private
8362,trad,Private
8363,pro_ana,Private
8364,misinfo,Public
8365,hate_speech,Private
8366,misinfo,Private
8367,hate_speech,Private
8368,conspiracy,Private
8369,bullying,Private
8370,bullying,Private
8371,pro_ana,Public
8372,incel_misogyny,Private
8373,recovery_ed,Private
8374,bullying,Private
8375,pro_ana,Private
8376,gamergate,Private
8377,gamergate,Private
8378,gamergate,Private
8379,gamergate,Private
8380,hate_speech,Private
8381,misinfo,Private
8382,benign,Private
8383,recovery_ed,Private
8384,extremist,Private
8385,conspiracy,Private
8386,incel_misogyny,Private
8387,incel_misogyny,Private
8388,bullying,Private
8389,pro_ana,Private
8390,benign,Private
8391,conspiracy,Private
8392,trad,Private
8393,ed_risk,Private
8394,pro_ana,Private
8395,pro_ana,Private
8396,misinfo,Private
8397,ed_risk,Private
8398,ed_risk,Private
8399,trad,Public
8400,extremist,Private
8401,bullying,Private
8402,hate_speech,Private
8403,extremist,Private
8404,hate_speech,Private
8405,extremist,Public
8406,pro_ana,Private
8407,misinfo,Private
8408,extremist,Private
8409,incel_misogyny,Private
8410,misinfo,Private
8411,ed_risk,Private
8412,gamergate,Private
8413,recovery_ed,Private
8414,extremist,Private
8415,benign,Private
8416,recovery_ed,Private
8417,bullying,Private
8418,recovery_ed,Private
8419,ed_risk,Private
8420,trad,Private
8421,benign,Private
8422,ed_risk,Private
8423,hate_speech,Private
8424,ed_risk,Private
8425,misinfo,Private
8426,ed_risk,Public
8427,benign,Public
8428,benign,Private
8429,benign,Private
8430,benign,Private
8431,gamergate,Public
8432,benign,Private
8433,trad,Private
8434,ed_risk,Private
8435,incel_misogyny,Private
8436,misinfo,Private
8437,incel_misogyny,Private
8438,bullying,Private
8439,bullying,Private
8440,trad,Private
8441,bullying,Private
8442,recovery_ed,Private
8443,benign,Private
8444,ed_risk,Private
8445,trad,Private
8446,pro_ana,Private
8447,benign,Private
8448,pro_ana,Private
8449,recovery_ed,Private
8450,extremist,Private
8451,recovery_ed,Private
8452,ed_risk,Private
8453,recovery_ed,Private
8454,bullying,Private
8455,recovery_ed,Private
8456,alpha,Private
8457,recovery_ed,Private
8458,conspiracy,Private
8459,recovery_ed,Private
8460,misinfo,Private
8461,trad,Private
8462,extremist,Private
8463,benign,Private
8464,gamergate,Private
8465,conspiracy,Public
8466,pro_ana,Private
8467,recovery_ed,Private
8468,hate_speech,Private
8469,alpha,Private
8470,incel_misogyny,Private
8471,pro_ana,Private
8472,incel_misogyny,Private
8473,hate_speech,Private
8474,conspiracy,Private
8475,benign,Private
8476,trad,Private
8477,alpha,Private
8478,incel_misogyny,Private
8479,gamergate,Private
8480,trad,Private
8481,alpha,Private
8482,benign,Private
8483,gamergate,Private
8484,incel_misogyny,Private
8485,gamergate,Private
8486,extremist,Private
8487,recovery_ed,Private
8488,pro_ana,Public
8489,trad,Private
8490,bullying,Private
8491,gamergate,Private
8492,recovery_ed,Private
8493,pro_ana,Private
8494,bullying,Private
8495,trad,Private
8496,recovery_ed,Public
8497,conspiracy,Private
8498,benign,Private
8499,incel_misogyny,Private
8500,trad,Private
8501,gamergate,Private
8502,extremist,Public
8503,recovery_ed,Private
8504,benign,Private
8505,ed_risk,Private
8506,conspiracy,Private
8507,recovery_ed,Private
8508,gamergate,Private
8509,gamergate,Private
8510,recovery_ed,Private
8511,incel_misogyny,Private
8512,pro_ana,Private
8513,recovery_ed,Private
8514,recovery_ed,Private
8515,incel_misogyny,Private
8516,alpha,Private
8517,trad,Private
8518,hate_speech,Private
8519,incel_misogyny,Private
8520,benign,Private
8521,misinfo,Private
8522,conspiracy,Private
8523,gamergate,Private
8524,trad,Private
8525,benign,Public
8526,recovery_ed,Private
8527,alpha,Private
8528,benign,Private
8529,recovery_ed,Private
8530,ed_risk,Private
8531,recovery_ed,Private
8532,hate_speech,Private
8533,extremist,Private
8534,extremist,Private
8535,alpha,Private
8536,bullying,Private
8537,trad,Private
8538,misinfo,Private
8539,hate_speech,Private
8540,incel_misogyny,Private
8541,misinfo,Private
8542,benign,Private
8543,incel_misogyny,Private
8544,hate_speech,Private
8545,hate_speech,Private
8546,hate_speech,Private
8547,bullying,Public
8548,recovery_ed,Private
8549,recovery_ed,Private
8550,conspiracy,Private
8551,extremist,Private
8552,recovery_ed,Private
8553,ed_risk,Private
8554,ed_risk,Private
8555,recovery_ed,Private
8556,pro_ana,Private
8557,benign,Private
8558,recovery_ed,Private
8559,recovery_ed,Private
8560,alpha,Private
8561,pro_ana,Private
8562,alpha,Private
8563,ed_risk,Private
8564,benign,Private
8565,recovery_ed,Private
8566,recovery_ed,Private
8567,recovery_ed,Private
8568,hate_speech,Private
8569,alpha,Private
8570,recovery_ed,Private
8571,recovery_ed,Private
8572,bullying,Private
8573,gamergate,Private
8574,bullying,Private
8575,bullying,Private
8576,bullying,Private
8577,bullying,Private
8578,recovery_ed,Private
8579,recovery_ed,Private
8580,bullying,Public
8581,recovery_ed,Private
8582,hate_speech,Private
8583,benign,Private
8584,conspiracy,Private
8585,benign,Public
8586,alpha,Public
8587,recovery_ed,Private
8588,recovery_ed,Private
8589,ed_risk,Private
8590,benign,Private
8591,recovery_ed,Private
8592,misinfo,Private
8593,misinfo,Private
8594,misinfo,Private
8595,recovery_ed,Private
8596,benign,Private
8597,hate_speech,Private
8598,benign,Private
8599,ed_risk,Private
8600,recovery_ed,Private
8601,hate_speech,Public
8602,bullying,Public
8603,trad,Public
8604,gamergate,Private
8605,ed_risk,Private
8606,conspiracy,Private
8607,alpha,Private
8608,extremist,Private
8609,misinfo,Private
8610,benign,Private
8611,bullying,Private
8612,alpha,Private
8613,recovery_ed,Public
8614,recovery_ed,Public
8615,misinfo,Private
8616,benign,Private
8617,conspiracy,Private
8618,incel_misogyny,Private
8619,incel_misogyny,Private
8620,benign,Private
8621,bullying,Private
8622,gamergate,Private
8623,alpha,Private
8624,misinfo,Private
8625,pro_ana,Private
8626,benign,Private
8627,recovery_ed,Private
8628,gamergate,Private
8629,alpha,Private
8630,trad,Private
8631,gamergate,Private
8632,benign,Private
8633,benign,Private
8634,benign,Private
8635,conspiracy,Private
8636,incel_misogyny,Public
8637,gamergate,Private
8638,bullying,Private
8639,benign,Private
8640,ed_risk,Private
8641,recovery_ed,Private
8642,bullying,Private
8643,benign,Public
8644,hate_speech,Private
8645,gamergate,Private
8646,hate_speech,Private
8647,alpha,Private
8648,misinfo,Private
8649,conspiracy,Private
8650,pro_ana,Private
8651,alpha,Private
8652,trad,Private
8653,benign,Private
8654,hate_speech,Private
8655,ed_risk,Public
8656,pro_ana,Private
8657,benign,Private
8658,trad,Private
8659,recovery_ed,Public
8660,hate_speech,Private
8661,incel_misogyny,Private
8662,recovery_ed,Private
8663,alpha,Public
8664,trad,Private
8665,recovery_ed,Private
8666,trad,Private
8667,bullying,Private
8668,benign,Private
8669,benign,Private
8670,conspiracy,Private
8671,recovery_ed,Private
8672,misinfo,Private
8673,incel_misogyny,Private
8674,alpha,Private
8675,incel_misogyny,Private
8676,pro_ana,Private
8677,extremist,Private
8678,benign,Private
8679,recovery_ed,Private
8680,benign,Private
8681,alpha,Private
8682,gamergate,Private
8683,gamergate,Private
8684,ed_risk,Private
8685,pro_ana,Private
8686,alpha,Private
8687,pro_ana,Private
8688,conspiracy,Private
8689,benign,Private
8690,recovery_ed,Private
8691,incel_misogyny,Private
8692,recovery_ed,Public
8693,pro_ana,Private
8694,bullying,Public
8695,recovery_ed,Private
8696,hate_speech,Private
8697,alpha,Private
8698,hate_speech,Private
8699,bullying,Private
8700,ed_risk,Private
8701,alpha,Private
8702,incel_misogyny,Private
8703,pro_ana,Private
8704,gamergate,Public
8705,alpha,Private
8706,benign,Private
8707,gamergate,Private
8708,extremist,Public
8709,alpha,Private
8710,benign,Private
8711,benign,Private
8712,recovery_ed,Private
8713,extremist,Private
8714,recovery_ed,Private
8715,recovery_ed,Public
8716,hate_speech,Private
8717,alpha,Private
8718,conspiracy,Private
8719,recovery_ed,Private
8720,trad,Private
8721,trad,Private
8722,hate_speech,Private
8723,bullying,Private
8724,recovery_ed,Private
8725,trad,Private
8726,trad,Private
8727,gamergate,Private
8728,recovery_ed,Private
8729,benign,Private
8730,ed_risk,Private
8731,misinfo,Private
8732,incel_misogyny,Private
8733,alpha,Private
8734,bullying,Private
8735,benign,Private
8736,alpha,Private
8737,recovery_ed,Private
8738,incel_misogyny,Private
8739,gamergate,Private
8740,benign,Private
8741,gamergate,Private
8742,trad,Private
8743,misinfo,Private
8744,incel_misogyny,Public
8745,pro_ana,Private
8746,alpha,Private
8747,trad,Private
8748,incel_misogyny,Private
8749,recovery_ed,Private
8750,conspiracy,Private
8751,conspiracy,Private
8752,bullying,Public
8753,bullying,Private
8754,extremist,Private
8755,recovery_ed,Private
8756,ed_risk,Private
8757,ed_risk,Public
8758,misinfo,Public
8759,gamergate,Private
8760,gamergate,Private
8761,benign,Private
8762,benign,Private
8763,incel_misogyny,Private
8764,bullying,Private
8765,alpha,Private
8766,recovery_ed,Private
8767,ed_risk,Private
8768,hate_speech,Public
8769,pro_ana,Private
8770,ed_risk,Private
8771,pro_ana,Private
8772,conspiracy,Public
8773,trad,Private
8774,pro_ana,Public
8775,misinfo,Private
8776,gamergate,Private
8777,extremist,Public
8778,bullying,Private
8779,extremist,Private
8780,bullying,Private
8781,benign,Private
8782,trad,Private
8783,bullying,Private
8784,benign,Private
8785,ed_risk,Private
8786,ed_risk,Private
8787,incel_misogyny,Private
8788,hate_speech,Private
8789,recovery_ed,Private
8790,benign,Private
8791,hate_speech,Public
8792,gamergate,Private
8793,benign,Private
8794,conspiracy,Private
8795,misinfo,Private
8796,misinfo,Private
8797,recovery_ed,Private
8798,hate_speech,Private
8799,gamergate,Private
8800,pro_ana,Private
8801,benign,Private
8802,ed_risk,Public
8803,hate_speech,Private
8804,extremist,Private
8805,conspiracy,Private
8806,recovery_ed,Private
8807,recovery_ed,Private
8808,ed_risk,Private
8809,ed_risk,Private
8810,trad,Private
8811,recovery_ed,Private
8812,misinfo,Private
8813,pro_ana,Private
8814,benign,Private
8815,incel_misogyny,Private
8816,recovery_ed,Private
8817,benign,Private
8818,benign,Private
8819,bullying,Private
8820,bullying,Private
8821,bullying,Private
8822,recovery_ed,Private
8823,incel_misogyny,Private
8824,bullying,Private
8825,trad,Private
8826,pro_ana,Private
8827,conspiracy,Private
8828,gamergate,Private
8829,trad,Private
8830,gamergate,Private
8831,extremist,Private
8832,conspiracy,Private
8833,misinfo,Private
8834,incel_misogyny,Private
8835,alpha,Private
8836,recovery_ed,Private
8837,misinfo,Private
8838,incel_misogyny,Public
8839,misinfo,Public
8840,ed_risk,Private
8841,benign,Private
8842,recovery_ed,Private
8843,pro_ana,Private
8844,ed_risk,Private
8845,conspiracy,Private
8846,conspiracy,Private
8847,extremist,Private
8848,alpha,Public
8849,trad,Private
8850,benign,Private
8851,misinfo,Private
8852,pro_ana,Public
8853,incel_misogyny,Private
8854,benign,Private
8855,conspiracy,Private
8856,benign,Private
8857,benign,Private
8858,bullying,Private
8859,alpha,Private
8860,trad,Private
8861,trad,Private
8862,pro_ana,Private
8863,gamergate,Private
8864,gamergate,Private
8865,incel_misogyny,Private
8866,incel_misogyny,Private
8867,alpha,Private
8868,bullying,Private
8869,benign,Private
8870,misinfo,Private
8871,gamergate,Private
8872,trad,Private
8873,gamergate,Private
8874,bullying,Private
8875,recovery_ed,Private
8876,recovery_ed,Private
8877,conspiracy,Private
8878,recovery_ed,Public
8879,incel_misogyny,Private
8880,benign,Public
8881,recovery_ed,Private
8882,gamergate,Private
8883,pro_ana,Private
8884,hate_speech,Public
8885,incel_misogyny,Private
8886,trad,Private
8887,benign,Private
8888,gamergate,Private
8889,bullying,Private
8890,hate_speech,Private
8891,bullying,Private
8892,trad,Private
8893,trad,Private
8894,recovery_ed,Private
8895,extremist,Private
8896,conspiracy,Public
8897,bullying,Private
8898,extremist,Private
8899,bullying,Private
8900,bullying,Private
8901,bullying,Public
8902,trad,Private
8903,misinfo,Private
8904,recovery_ed,Private
8905,trad,Private
8906,incel_misogyny,Public
8907,trad,Private
8908,recovery_ed,Private
8909,recovery_ed,Public
8910,alpha,Private
8911,ed_risk,Public
8912,misinfo,Public
8913,benign,Private
8914,bullying,Private
8915,benign,Private
8916,benign,Private
8917,conspiracy,Private
8918,pro_ana,Private
8919,extremist,Private
8920,misinfo,Private
8921,extremist,Private
8922,recovery_ed,Private
8923,trad,Private
8924,hate_speech,Private
8925,misinfo,Private
8926,incel_misogyny,Private
8927,misinfo,Private
8928,extremist,Public
8929,recovery_ed,Private
8930,recovery_ed,Private
8931,pro_ana,Public
8932,hate_speech,Private
8933,gamergate,Private
8934,benign,Private
8935,extremist,Private
8936,pro_ana,Private
8937,pro_ana,Private
8938,ed_risk,Private
8939,pro_ana,Private
8940,ed_risk,Private
8941,recovery_ed,Private
8942,recovery_ed,Private
8943,hate_speech,Private
8944,hate_speech,Private
8945,incel_misogyny,Private
8946,misinfo,Private
8947,alpha,Private
8948,conspiracy,Private
8949,bullying,Private
8950,recovery_ed,Private
8951,alpha,Private
8952,ed_risk,Private
8953,bullying,Private
8954,alpha,Private
8955,ed_risk,Private
8956,benign,Private
8957,hate_speech,Private
8958,misinfo,Private
8959,extremist,Private
8960,bullying,Private
8961,bullying,Private
8962,hate_speech,Private
8963,ed_risk,Public
8964,trad,Private
8965,benign,Private
8966,alpha,Public
8967,alpha,Private
8968,benign,Private
8969,recovery_ed,Public
8970,misinfo,Private
8971,trad,Private
8972,ed_risk,Private
8973,bullying,Private
8974,trad,Private
8975,conspiracy,Public
8976,conspiracy,Private
8977,gamergate,Private
8978,gamergate,Private
8979,gamergate,Private
8980,hate_speech,Private
8981,extremist,Public
8982,trad,Private
8983,incel_misogyny,Private
8984,hate_speech,Public
8985,bullying,Private
8986,bullying,Private
8987,alpha,Private
8988,hate_speech,Private
8989,misinfo,Private
8990,pro_ana,Private
8991,ed_risk,Private
8992,ed_risk,Private
8993,alpha,Public
8994,trad,Private
8995,conspiracy,Private
8996,pro_ana,Private
8997,extremist,Private
8998,trad,Private
8999,bullying,Private
9000,extremist,Private
9001,ed_risk,Private
9002,recovery_ed,Private
9003,recovery_ed,Private
9004,pro_ana,Private
9005,incel_misogyny,Private
9006,gamergate,Private
9007,extremist,Public
9008,extremist,Private
9009,incel_misogyny,Private
9010,recovery_ed,Private
9011,gamergate,Private
